course_id,title,units,description,prerequisites,course_level,major
FAP 431KB,ACE-PC Continuity Clinic,0.5,"Learning Activities: Clinical Activity 2 hour(s).
Grade Mode: Honors/Pass/Fail.",Consent of instructor.,Graduate Level,FAP
FAP 431KC,ACE-PC Continuity Clinic,0.5,"Learning Activities: Clinical Activity 2 hour(s).
Grade Mode: Honors/Pass/Fail.",Consent of instructor.,Graduate Level,FAP
FAP 431KD,ACE-PC Continuity Clinic,0.5,"Learning Activities: Clinical Activity 2 hour(s).
Grade Mode: Honors/Pass/Fail.",Consent of instructor.,Graduate Level,FAP
FAP 434,Primary Care Clinics-Clínica Tepati,1-12,"Learning Activities: Clinical Activity 32-36 hour(s), Seminar 0-2 hour(s), Lecture 1-2 hour(s).
Enrollment Restriction(s): Open to medical students in all four years of medical school.
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 435,Primary Care Clinics-Imani Clinic,1-12,"Learning Activities: Clinical Activity 32-36 hour(s), Seminar 0-2 hour(s), Lecture 1-2 hour(s).
Enrollment Restriction(s): Open to medical students in all four years of medical school.
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 436,Continuity Clinic in Primary Care; Shifa Clinic,3-12,"Learning Activities: Clinical Activity 32-36 hour(s), Seminar 0-2 hour(s), Lecture 1-2 hour(s), Variable.
Enrollment Restriction(s): Open to medical students in all four years of medical school.
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 437,Primary Care Clinics: Knights Landing,1-12,"Learning Activities: Clinical Activity 3 hour(s), Lecture 1 hour(s).
Enrollment Restriction(s): Must complete an application and interview prior to registering.
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 438,Primary Care Clinics - River Clinic,1-12,"Learning Activities: Clinical Activity, Seminar, Lecture.
Repeat Credit: May be repeated for credit.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 439D,Directed Clinical Studies in Family Medicine,1-12,"Learning Activities: Clinical Activity 40 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",Consent of instructor.,Graduate Level,FAP
FAP 439R,Directed Studies in Family Medicine,1-12,"Learning Activities: Clinical Activity 30 hour(s), Independent Study 10 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",Consent of instructor.,Graduate Level,FAP
FAP 444,Advanced Preceptorship in Family Medicine,3-18,"Learning Activities: Clinical Activity 40 hour(s).
Enrollment Restriction(s): Open to medical students only.
Repeat Credit: May be repeated 18 unit(s).
Grade Mode: Honors/Pass/Fail.",Completion of third-year primary care plus clerkship or consent of instructor.,Graduate Level,FAP
FAP 450,CAM in Family & Community Health,3-18,"Learning Activities: Variable 20-40 hour(s).
Grade Mode: Honors/Pass/Fail.",N/A,Graduate Level,FAP
FAP 454,Away Advanced Clinical Clerkship in Family Medicine,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Grade Mode: Honors/Pass/Fail.",N/A,Graduate Level,FAP
FAP 460,Geriatrics in Community Health,3-6,"Learning Activities: Fieldwork 24 hour(s), Clinical Activity 12 hour(s), Lecture 4 hour(s).
Grade Mode: Honors/Pass/Fail.",FAP 430.,Graduate Level,FAP
FAP 468,International Preceptorship,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Honors/Pass/Fail.",Medical students with consent of instructor.,Graduate Level,FAP
FAP 469,Inpatient Acting Internship in Family Medicine,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Enrollment Restriction(s): Open to medical students only.
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Honors/Pass/Fail.",Completion of third-year of medical school or consent of instructor.,Graduate Level,FAP
FAP 470,Inpatient Clinical Elective in Family Medicine,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Enrollment Restriction(s): Open to medical students only.
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Honors/Pass/Fail.",Completion of third-year of medical school or consent of instructor.,Graduate Level,FAP
FAP 475,Combined Inpatient/Outpatient Clinical Elective in Family Medicine,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Enrollment Restriction(s): Open to Medical students only.
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Honors/Pass/Fail.",Completion of third-year of medical school or consent of instructor.,Graduate Level,FAP
FAP 479,Away Inpatient Acting Internship in Family Medicine,3-12,"Learning Activities: Clinical Activity 40 hour(s).
Grade Mode: Honors/Pass/Fail.",N/A,Graduate Level,FAP
FAP 488,Selected Studies in Family Practice,1-9,"Learning Activities: Variable 3-27 hour(s).
Repeat Credit: May be repeated 9 unit(s).
Grade Mode: Honors/Pass/Fail.",Medical students with consent of instructor.,Graduate Level,FAP
FAP 490,Health Care to Underserved Populations,1 unit,"Learning Activities: Lecture 1 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.","Sociology, Political Science, or Applied Behavioral Science background recommended, or registration in medical school.",Graduate Level,FAP
FAP 493,Aging & Health,6,"Learning Activities: Seminar 12 hour(s).
Grade Mode: Honors/Pass/Fail.",Consent of instructor.,Graduate Level,FAP
FAP 495,LGBTIQQA Healthcare Lecture Series,1 unit,"Learning Activities: Lecture 6 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 496,Advanced Transgender & Gender Nonbinary (TGNB) Health,6,"Learning Activities: Seminar.
Grade Mode: Pass/Fail only.",N/A,Graduate Level,FAP
FAP 498,Directed Group Study,1-5,"Learning Activities: Variable 3-15 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Honors/Pass/Fail.",N/A,Graduate Level,FAP
FAP 499,Research,1-12,"Learning Activities: Variable.
Grade Mode: Honors/Pass/Fail.",Medical students with consent of instructor.,Graduate Level,FAP
ENT 001,"Art, Science & the World of Insects",3,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH) or Science & Engineering (SE) or Social Sciences (SS); Oral Skills (OL); Visual Literacy (VL); Writing Experience (WE).",N/A,Lower Division,ENT
ENT 002,Biodiversity,3,"Learning Activities: Lecture 2 hour(s), Lecture/Discussion 1 hour(s).
Cross Listing: EVE 002.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",N/A,Lower Division,ENT
ENT 010,Natural History of Insects,3,"Learning Activities: Lecture 3 hour(s).
Credit Limitation(s): Not open for credit to students who have had ENT 100, but students who have taken this course may take ENT 100 for credit.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL).",N/A,Lower Division,ENT
ENT 090X,Special Topics in Entomology,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 2 time(s).
Grade Mode: Pass/No Pass only.",Consent of instructor.,Lower Division,ENT
ENT 092,Internship,1-12,"Learning Activities: Variable 3-36 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Pass/No Pass only.",Consent of instructor.,Lower Division,ENT
ENT 099,Special Study for Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Letter.",N/A,Lower Division,ENT
ENT 100,General Entomology,4,"Learning Activities: Lecture 3 hour(s), Term Paper 1 hour(s).
Grade Mode: Letter.",BIS 002B; or consent of instructor.,Upper Division,ENT
ENT 100L,General Entomology Laboratory,2,"Learning Activities: Laboratory 6 hour(s).
Grade Mode: Letter.
General Education: Visual Literacy (VL).",ENT 100 (can be concurrent).,Upper Division,ENT
ENT 101,Functional Insect Morphology,3,"Learning Activities: Lecture 2 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",ENT 100.,Upper Division,ENT
ENT 102,Insect Physiology,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Writing Experience (WE).",ENT 100; or course in physiology or invertebrate zoology.,Upper Division,ENT
ENT 103,Insects Systematics,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.",Introductory course in zoology or entomology.,Upper Division,ENT
ENT 104,Behavioral Ecology of Insects,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",Introductory biology or zoology.,Upper Division,ENT
ENT 105,Insect Ecology,4,"Learning Activities: Lecture/Discussion 3 hour(s), Term Paper.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",BIS 002B (can be concurrent); or consent of instructor.,Upper Division,ENT
ENT 107,California Insect Diversity,5,"Learning Activities: Lecture 1 hour(s), Laboratory 6 hour(s), Fieldwork 6 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",An introductory course in entomology.,Upper Division,ENT
ENT 108,Evolution & Ecology of Arachnids,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",BIS 002C or ENT 100,Upper Division,ENT
ENT 108L,Evolution & Ecology of Arachnids Laboratory,1 unit,"Learning Activities: Discussion/Laboratory 1 hour(s).
Grade Mode: Letter.",(BIS 002C or ENT 100 or ENT 100L); ENT 108 (can be concurrent); ENT 108 required concurrently or consent of instructor.,Upper Division,ENT
ENT 109,Field Taxonomy & Ecology,7,"Learning Activities: Lecture 2 hour(s), Laboratory 36 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",An introductory course in entomology or consent of instructor.,Upper Division,ENT
ENT 110,Arthropod Pest Management,5,"Learning Activities: Lecture 3 hour(s), Laboratory 6 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Writing Experience (WE).",(STA 013 or STA 013Y or STA 100 C- or better); BIS 002B C- or better; or consent of instructor.,Upper Division,ENT
ENT 111,Chemical Ecology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL).",BIS 002B C- or better; CHE 002A C- or better; CHE 002B C- or better; or consent of instructor.,Upper Division,ENT
ENT 117,Longevity,4,"Learning Activities: Lecture 3 hour(s), Term Paper 1 hour(s).
Cross Listing: HDE 117.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",Upper division standing or consent of instructor.,Upper Division,ENT
ENT 119,Apiculture,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",N/A,Upper Division,ENT
ENT 120,Pollination Biology,3,"Learning Activities: Discussion/Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",BIS 002B C- or better; or consent of instructor. EVE 100 EVE 101 recommended.,Upper Division,ENT
ENT 123,Plant-Virus-Vector Interaction,3,"Learning Activities: Lecture 3 hour(s).
Cross Listing: PLB 123, PLP 123.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).

ENT 123 — Plant-Virus-Vector Interaction (3 units)
Course Description:  Analysis of interactions necessary for viruses to infect plants.Interactions among insect vectors and host plants involved in the plant-virus life cycle. Evolutionary aspects of the molecular components in viral infection and modern approaches to the interdiction of viral movement.

Prerequisite(s): BIS 002A; (BIS 101 or BIS 101V); PLB 105, PLP 120, and ENT 100 recommended.

Learning Activities:  Lecture 3 hour(s).

Cross Listing: PLB 123, PLP 123.

Grade Mode:  Letter.

General Education:  Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).
This course version is effective from, and including:  Winter Quarter 2025.","BIS 002A; BIS 101; PLB 105, PLP 120, and ENT 100 recommended.",Upper Division,ENT
ENT 135,Introduction to Biological Control,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",ENT 100 or ENT 110.,Upper Division,ENT
ENT 153,Medical Entomology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",BIS 002A; BIS 002B; or consent of instructor; upper division standing in one of the biological sciences.,Upper Division,ENT
ENT 153L,Lab Course in Medical Entomology,4,"Learning Activities: Discussion/Laboratory 4 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Writing Experience (WE).",ENT 153 C or better; or consent of instructor.,Upper Division,ENT
ENT 156,Biology of Parasitism,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",BIS 002A; or consent of instructor.,Upper Division,ENT
ENT 156L,Biology of Parasitism Laboratory,1 unit,"Learning Activities: Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE).",ENT 156 (can be concurrent); ENT 156 required concurrently or consent of instructor.,Upper Division,ENT
ENT 158,Forensic Entomology,3,"Learning Activities: Lecture 2 hour(s), Laboratory 4 hour(s).
Grade Mode: Letter.
General Education: Writing Experience (WE).",ENT 100; or consent of instructor; upper division standing.,Upper Division,ENT
ENT 180A,Experimental Ecology & Evolution in the Field,4,"Learning Activities: Lecture/Lab 3 hour(s), Project 3 hour(s); Fieldwork.
Cross Listing: EVE 180A.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL).",EVE 100 (can be concurrent); (ENT 105 (can be concurrent) or ESP 100 (can be concurrent) or EVE 101 (can be concurrent)); consent of instructor.,Upper Division,ENT
ENT 180B,Experimental Ecology & Evolution in the Field,4,"Learning Activities: Lecture/Lab 3 hour(s), Project 3 hour(s); Fieldwork.
Cross Listing: EVE 180B.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Writing Experience (WE).",EVE 180A or ENT 180A.,Upper Division,ENT
ENT 192,Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Grade Mode: Pass/No Pass only.",Consent of instructor; completion of 84 units.,Upper Division,ENT
ENT 197T,Tutoring in Entomology,1-3,"Learning Activities: Discussion 1-3 hour(s).
Grade Mode: Pass/No Pass only.",N/A,Upper Division,ENT
ENT 198,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor.,Upper Division,ENT
ENT 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Upper Division,ENT
ENT 212,Molecular Biology of Insects & Insect Viruses,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,ENT
ENT 225,Terrestrial Field Ecology,4,"Learning Activities: Seminar 1 hour(s), Fieldwork 12 hour(s).
Cross Listing: ECL 225, PBG 225.
Grade Mode: Letter.",Introductory ecology and introductory statistics or consent of instructor.,Graduate Level,ENT
ENT 230,Advanced Biological Control,4,"Learning Activities: Lecture 2 hour(s), Laboratory 6 hour(s).
Grade Mode: Letter.",Graduate or upper division standing in biological science or consent of instructor.,Graduate Level,ENT
ENT 253,Advanced Medical Entolomogy,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.",One upper division ENT course (other than ENT 153) and one course in Microbiology; ENT 153 strongly recommended.,Graduate Level,ENT
ENT 290,Exploratory Topics in Entomology,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 8 unit(s) when topic differs.
Grade Mode: Letter.",N/A,Graduate Level,ENT
ENT 291,Current Topics in Medical & Veterinary Entomology,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 1 time(s).
Grade Mode: Letter.",ENT 153.,Graduate Level,ENT
ENT 292,Current Topics in Insect Physiology & Behavior,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 8 unit(s) when topic differs.
Grade Mode: Letter.","ENT 102 if topic is physiology, a course in behavior if topic is behavior, or either if topic bridges both.",Graduate Level,ENT
ENT 293N,Current Topics in Insect Biotechnology & Genomics,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 6 unit(s) when topic differs.
Grade Mode: Letter.",ENT 212.,Graduate Level,ENT
ENT 294,"Current Topics in Insect Ecology, Evolution, & Systematics",2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 8 unit(s) when topic differs.
Grade Mode: Letter.",ENT 103; general course in ecology or evolution.,Graduate Level,ENT
ENT 295,Current Topics in Agricultural Entomology & Bee Biology,2,"Learning Activities: Seminar 2 hour(s).
Repeat Credit: May be repeated 8 unit(s) when topic differs.
Grade Mode: Letter.",ENT 110 if topic relates to pests and beneficial predators; ENT 119 if topic is bee biology; either if topic bridges both.,Graduate Level,ENT
ENT 297N,Seminar in Entomology,1 unit,"Learning Activities: Seminar 1 hour(s).
Repeat Credit: May be repeated 9 unit(s) when topic differs.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,ENT
ENT 298,Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,ENT
ENT 299,Research,1-12,"Learning Activities: Variable.
Grade Mode: Satisfactory/Unsatisfactory only.",N/A,Graduate Level,ENT
ATM 005,Global Climate Change,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).",N/A,Lower Division,ATM
ATM 006,Fundamentals of Atmospheric Pollution,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL); Visual Literacy (VL).",N/A,Lower Division,ATM
ATM 010,Severe & Unusual Weather,3,"Learning Activities: Lecture 2 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).",High school physics.,Lower Division,ATM
ATM 060,Introduction to Atmospheric Science,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).",(MAT 016A or MAT 021A); (PHY 007A or PHY 009A).,Lower Division,ATM
ATM 092,Atmospheric Science Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Grade Mode: Pass/No Pass only.",Consent of instructor; lower division standing.,Lower Division,ATM
ATM 098,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor.,Lower Division,ATM
ATM 099,Special Study for Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",N/A,Lower Division,ATM
ATM 110,Weather Observation & Analysis,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Oral Skills (OL); Quantitative Literacy (QL); Visual Literacy (VL).",ATM 060.,Upper Division,ATM
ATM 111,Weather Analysis & Prediction,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).",ATM 110; ATM 121B; (ATM 111L (can be concurrent) or ATM 111LY (can be concurrent)); knowledge of a programming language.,Upper Division,ATM
ATM 111LY,Weather Analysis & Prediction Laboratory,2,"Learning Activities: Laboratory 2 hour(s), Web Virtual Lecture 4 hour(s).
Grade Mode: Pass/No Pass only.
General Education: Science & Engineering (SE); Oral Skills (OL); Quantitative Literacy (QL); Visual Literacy (VL).

ATM 111LY — Weather Analysis & Prediction Laboratory (2 units)
Course Description:  Subjective and objective analysis of weather data. Web-based learning of the analysis-forecast system and various weather forecasting situations. Weather map interpretation and forecast discussions.

Prerequisite(s): ATM 111 (can be concurrent).

Learning Activities:  Laboratory 2 hour(s), Web Virtual Lecture 4 hour(s).

Grade Mode:  Pass/No Pass only.

General Education:  Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).
This course version is effective from, and including:  Spring Quarter 2025.",ATM 111 (can be concurrent).,Upper Division,ATM
ATM 112,Weather Forecasting Practice,2,"Learning Activities: Discussion 2 hour(s), Laboratory 1 hour(s).
Repeat Credit: May be repeated 3 time(s).
Grade Mode: Pass/No Pass only.",ATM 110.,Upper Division,ATM
ATM 115,Hydroclimatology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Scientific Literacy (SL).",ATM 060.,Upper Division,ATM
ATM 116,Modern Climate Change,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).

ATM 116 — Modern Climate Change (3 units)
Course Description:  Factors that determine the Earth’s climate, including natural and human-caused changes. Impacts of climate change. Possible future climates and policies to reduce human emissions of greenhouse gases.

Learning Activities:  Lecture 3 hour(s).

Grade Mode:  Letter.

General Education:  Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).
This course version is effective from, and including:  Winter Quarter 2025.",N/A,Upper Division,ATM
ATM 120,Atmospheric Thermodynamics & Cloud Physics,4,"Learning Activities: Lecture 3 hour(s), Extensive Problem Solving 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).",MAT 021C; PHY 009B; ATM 060 (can be concurrent).,Upper Division,ATM
ATM 121A,Atmospheric Dynamics,4,"Learning Activities: Lecture 3 hour(s), Extensive Problem Solving.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL).",ATM 120; MAT 021D; PHY 009B.,Upper Division,ATM
ATM 121B,Atmospheric Dynamics,4,"Learning Activities: Lecture 3 hour(s), Extensive Problem Solving.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL).",ATM 121A.,Upper Division,ATM
ATM 124,Meteorological Instruments & Observations,3,"Learning Activities: Lecture 2 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).",ATM 060.,Upper Division,ATM
ATM 128,Radiation & Satellite Meteorology,4,"Learning Activities: Discussion/Laboratory 3 hour(s), Extensive Problem Solving 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).

ATM 128 — Atmospheric Radiation & Remote Sensing (4 units)
Course Description:  Concepts of atmospheric radiation and the use of satellites in remote sensing. Emphasis on the modification of solar and infrared radiation by the atmosphere. Estimation from satellite data of atmospheric variables such as temperatures and cloudiness.

Prerequisite(s): ATM 060; PHY 009B; MAT 022B; MAT 021D.

Learning Activities:  Discussion/Laboratory 3 hour(s), Extensive Problem Solving 1 hour(s).

Grade Mode:  Letter.

General Education:  Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).
This course version is effective from, and including:  Winter Quarter 2025.

ATM 128 — Atmospheric Radiation & Remote Sensing (4 units)
Course Description:  Concepts of atmospheric radiation with an emphasis on the modification of solar and infrared radiation by the atmosphere. Applications to remote sensing with satellite and ground-based sensors, including radar, for the retrieval of atmospheric variables such as temperature, cloudiness, and precipitation.

Prerequisite(s): ATM 060; (PHY 007C or PHY 009B); (MAT 017B or MAT 021B).

Learning Activities:  Lecture 3 hour(s), Discussion/Laboratory 1 hour(s).

Grade Mode:  Letter.

General Education:  Science & Engineering (SE).
This course version is effective from, and including:  Summer Session 1 2025.",ATM 060; PHY 009B; MAT 022B; MAT 021D.,Upper Division,ATM
ATM 133,Biometeorology,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).

ATM 133 — Biometeorology (4 units)
Course Description:  Atmospheric and biological interactions. Physical and biological basis for water vapor, carbon dioxide and energy exchanges with the atmosphere associated with plants and animals, including humans. Microclimate of plant canopies and microclimatic modification such as frost protection and windbreaks.

Prerequisite(s): MAT 016B or MAT 017B or MAT 021B; one course in a biological discipline or consent of instructor.

Learning Activities:  Lecture 3 hour(s), Discussion 1 hour(s).

Grade Mode:  Letter.

General Education:  Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).
This course version is effective from, and including:  Spring Quarter 2025.",MAT 016B; one course in a biological discipline or consent of instructor.,Upper Division,ATM
ATM 149N,Air Pollution,4,"Learning Activities: Discussion 1 hour(s), Lecture 3 hour(s).
Cross Listing: ECI 149N.
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",MAT 021D; (MAT 022B or MAT 027B); CHE 002B C- or better; (ATM 121A or ENG 103 C- or better or ECI 100 C- or better).,Upper Division,ATM
ATM 150,Introduction to Computer Methods in Physical Sciences,4,"Learning Activities: Lecture 3 hour(s), Discussion/Laboratory 2 hour(s).
Enrollment Restriction(s): Enrollment limited to 12, preference to Atmospheric Science majors.
Grade Mode: Pass/No Pass only.
General Education: Science & Engineering (SE).",MAT 022B; PHY 009B; computer programming course such as ECS 030; additional courses in fluid dynamics (ATM 121A or ENG 103) and in Fourier transforms (MAT 118C or PHY 104A) helpful but not required.,Upper Division,ATM
ATM 158,Boundary-Layer Meteorology,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Visual Literacy (VL).",ATM 121A.,Upper Division,ATM
ATM 160,Introduction to Atmospheric Chemistry,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL); Visual Literacy (VL).",CHE 002B.,Upper Division,ATM
ATM 192,Atmospheric Science Internship,1-12,"Learning Activities: Internship 3-36 hour(s).
Grade Mode: Pass/No Pass only.",Consent of instructor. Completion of 84 units.,Upper Division,ATM
ATM 198,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor; three upper division units in Atmospheric Science.,Upper Division,ATM
ATM 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor; three upper division units in Atmospheric Science and at least an overall B average.,Upper Division,ATM
ATM 215,Advanced Hydroclimatology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 115.,Graduate Level,ATM
ATM 221,Advanced Atmospheric Dynamics,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 121B.,Graduate Level,ATM
ATM 223,Advanced Boundary-Layer Meteorology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 230.,Graduate Level,ATM
ATM 230,Atmospheric Turbulence,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 121B or ATM 158.,Graduate Level,ATM
ATM 231,Advanced Air Pollution Meteorology,3,"Learning Activities: Lecture 3 hour(s).
Grade Mode: Letter.",ATM 160; ATM 149A; course in fluid dynamics.,Graduate Level,ATM
ATM 233,Advanced Biometeorology,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.",ATM 133; or consent of instructor.,Graduate Level,ATM
ATM 240,General Circulation of the Atmosphere,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.",ATM 121B.,Graduate Level,ATM
ATM 241,Climate Dynamics,3,"Learning Activities: Lecture/Discussion 3 hour(s).
Grade Mode: Letter.",ATM 121B.,Graduate Level,ATM
ATM 244,Cloud & Precipitation Physics,3,"Learning Activities: Lecture 3 hour(s).
Enrollment Restriction(s): Restricted to Atmospheric Science graduate group students or consent of instructor.
Grade Mode: Letter.",N/A,Graduate Level,ATM
